======================================================================

Annotating SDF timing data:
  Compiled SDF file:     convolution_analysis_view_0p90v_25c_captyp_nominal.sdf.X
  Log file:              ./sdf_log.log
  Backannotation scope:  :dut
  Configuration file:    
  MTM control:           MAXIMUM
  Scale factors:         1:1:1
  Scale type:            FROM_MAXIMUM

Time units: 1ps

xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[9]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 26803>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[8]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 26824>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[7]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 26845>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[5]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 26866>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[1]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 26887>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[0]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 26908>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[13]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 26929>.
